-0.174002 -0.014186 0.301946 
-0.227572 -0.013695 0.280780 
-0.235236 0.066688 0.306289 
-0.185703 0.065760 0.296871 
-0.243155 0.040882 0.289246 
-0.168774 0.001433 0.311286 
-0.231851 0.024269 0.315195 
-0.234880 0.022385 0.315135 
-0.171520 -0.000186 0.297005 
-0.171097 0.060880 0.302443 
-0.226770 -0.001855 0.295837 
-0.177565 0.059395 0.301511 
-0.178566 0.060046 0.301291 
-0.175975 0.010255 0.289354 
-0.170570 0.002327 0.297565 
-0.169843 0.003056 0.298325 
-0.156253 -0.014438 0.299998 
-0.230791 0.036529 0.296127 
-0.160940 -0.006576 0.300585 
-0.226715 -0.011658 0.283873 
-0.170740 0.060648 0.304933 
-0.152530 -0.014683 0.299867 
-0.149876 -0.015857 0.299340 
-0.232577 0.047706 0.298488 
-0.235255 0.040234 0.289389 
-0.179103 0.023190 0.294013 
-0.162136 -0.002181 0.301371 
-0.229318 -0.005923 0.287329 
-0.173946 0.002458 0.298509 
-0.231230 0.066689 0.308045 
-0.233850 0.062512 0.316065 
-0.226452 0.068653 0.300070 
-0.234806 0.040970 0.291074 
-0.172496 0.012541 0.301403 
-0.226455 0.019821 0.310508 
-0.163290 0.037559 0.314077 
-0.225347 0.013609 0.311704 
-0.219309 0.050652 0.306627 
-0.160663 0.024411 0.317701 
-0.227839 0.021779 0.319480 
-0.226037 0.036639 0.290558 
-0.191126 -0.029035 0.278197 
-0.169749 0.002788 0.294285 
-0.169548 0.027840 0.306291 
-0.225805 0.015812 0.288437 
-0.233558 0.027308 0.320084 
-0.234491 0.030753 0.285915 
-0.167954 0.002304 0.301788 
-0.144308 -0.016445 0.298293 
-0.215534 0.009745 0.306650 
-0.167679 0.018371 0.300839 
-0.223699 0.017888 0.316672 
-0.148542 -0.014335 0.300566 
-0.149491 -0.015763 0.299183 
-0.150401 -0.008037 0.305968 
-0.212733 -0.002490 0.298821 
-0.226845 0.023051 0.319774 
-0.207512 0.010607 0.305825 
-0.215997 0.015288 0.311043 
-0.171145 0.003392 0.295983 
-0.145153 -0.014460 0.299562 
-0.145119 -0.014490 0.299556 
-0.219111 0.047273 0.289720 
-0.148517 -0.013651 0.298927 
-0.218391 0.029469 0.294026 
-0.219450 0.034699 0.292309 
-0.147461 0.003087 0.313439 
-0.149421 -0.000241 0.312380 
-0.144160 0.007720 0.310915 
-0.158591 0.001986 0.302278 
-0.158790 0.001911 0.302147 
-0.216720 0.013127 0.280010 
-0.156942 0.043887 0.314400 
-0.160257 0.033862 0.305482 
-0.218474 0.012139 0.276530 
-0.204256 0.003415 0.304881 
-0.146533 -0.009039 0.305112 
-0.210973 0.002532 0.302202 
-0.189387 -0.013294 0.299963 
-0.201502 -0.009734 0.301011 
-0.160212 0.047730 0.303831 
-0.160145 0.046511 0.302844 
-0.144978 -0.001912 0.309516 
-0.156711 -0.004070 0.302067 
-0.167405 0.042983 0.299409 
-0.169636 0.043064 0.298799 
-0.201852 0.009046 0.305416 
-0.202442 0.009501 0.305621 
-0.216314 0.011081 0.280890 
-0.216614 0.020670 0.284679 
-0.196717 -0.019318 0.288600 
-0.215275 0.025713 0.292584 
-0.214953 0.012294 0.314126 
-0.213364 0.039290 0.303052 
-0.193993 -0.009518 0.302925 
-0.193981 -0.009653 0.302916 
-0.195454 0.001479 0.300418 
-0.200650 0.030189 0.324795 
-0.212383 0.042856 0.303286 
-0.207361 0.008358 0.290911 
-0.194748 -0.006056 0.306317 
