,I1,u1,I2,u2,u3,I3,O1,O2,O3,O4,O5,O6,O7,x1,x2,x3,y1,y2,y3,u12,u13,u14
1544,-12.994589999999999,0.0,21.939329999999998,0.0,0.0,32.0,-95.0,23.080092,78.125837,93.81702800000001,44.875859000000005,-11.535378,6.103578,-0.189585,-0.067381,0.30187800000000004,-0.18790199999999999,-0.055728,0.29479099999999997,-0.0016829999999999998,-0.011654000000000001,0.007087
1545,-12.994589999999999,0.0,11.586411,0.0,0.0,32.0,-89.274684,23.6607,64.539603,90.322982,-0.7635810000000001,0.0,-3.4380029999999997,-0.19888599999999998,-0.037631,0.29973099999999997,-0.19888599999999998,-0.037630000000000004,0.29973,0.0,-1e-06,1e-06
1546,-12.994589999999999,0.0,-2.245111,0.0,0.0,32.0,-74.032237,24.509671,44.673684,96.706948,-1.332359,0.0,-9.40325,-0.20289400000000002,0.0036799999999999997,0.298806,-0.20289400000000002,0.0036829999999999996,0.298804,0.0,-4e-06,2e-06
1547,-12.994589999999999,0.0,-5.887055999999999,0.0,0.0,32.0,-71.11078,24.694104,40.357963,98.505274,-1.452322,0.0,-10.518583,-0.20233299999999999,0.014553,0.298935,-0.20233399999999999,0.014555000000000002,0.29893400000000003,1e-06,-2e-06,1e-06
1548,-12.994589999999999,0.0,-20.75724,0.0,0.0,32.0,-62.280612,25.365681,24.643091000000002,105.60826599999999,-2.383011,-1e-05,-14.924741000000001,-0.193063,0.058252,0.301075,-0.19306500000000001,0.058253,0.30107399999999995,2e-06,-1e-06,1e-06
1549,-8.350268,0.0,-25.401562,0.0,0.0,32.0,-64.85202,25.513972,21.173034,106.0,-1.9843119999999999,0.0,-17.710393,-0.182591,0.07119600000000001,0.313759,-0.182625,0.071213,0.313749,3.4e-05,-1.7e-05,1e-05
1550,-4.510865,0.0,-29.240965000000003,0.0,0.0,32.0,-68.047776,25.611573,18.890096,105.99993500000001,-3.452413,-0.000174,-19.923192999999998,-0.171388,0.081513,0.325446,-0.171389,0.081514,0.325446,1e-06,-1e-06,0.0
1551,0.289481,0.0,-34.041311,0.0,0.0,32.0,-72.227345,25.621866,18.648331,106.0,-25.967203,0.0,-20.0,-0.154934,0.094079,0.338964,-0.154936,0.094079,0.338965,2e-06,0.0,-1e-06
1552,10.290016,0.0,-44.041846,0.0,0.0,32.0,-83.578225,25.772603,15.81221,106.0,-36.814629,0.0,-20.0,-0.11482300000000001,0.11769600000000001,0.359737,-0.117976,0.117926,0.36532800000000004,0.003153,-0.00022999999999999998,-0.005591
1553,14.330144,0.0,-40.001719,0.0,0.0,32.0,-86.431448,25.705189,17.929409,106.0,-36.814564000000004,0.0,-20.0,-0.109178,0.113017,0.36791,-0.11009200000000001,0.113044,0.3697,0.0009140000000000001,-2.7000000000000002e-05,-0.001789
1554,19.274545,0.0,-35.057317,0.0,0.0,32.0,-90.927776,25.628954,18.482474,106.0,-3.625468,-3e-06,-16.784789,-0.10511500000000001,0.10162,0.37895100000000004,-0.10513399999999999,0.101628,0.378946,1.9e-05,-8e-06,5e-06
