,I1,I2,I3,O1,O2,O3,O4,O5,O6,O7,FX,FY,FZ,E1,E2,E3,I4,I5,I6,I7,I8,I9
736,0.872294,14.286892,30,-83.222419,24.661936,41.110675,95.225223,-1.389299,0,-8.711992,-0.18623,0.021467,0.338701,0.000002,0.000004,0.000003,140,125,484,140,125,479
737,9.018431,-3.872255,30,-83.222419,24.661936,41.110675,95.225223,-1.389299,0,-8.711992,-0.18623,0.021467,0.338701,0.000002,0.000004,0.000003,214,162,545,216,159,551
738,-2.977507,21.168474,30,-83.222419,24.661936,41.110675,95.225223,-1.389299,0,-8.711992,-0.18623,0.021467,0.338701,0.000002,0.000004,0.000003,108,111,505,109,112,516
739,-19.604148,-24.52219,30,-83.222419,24.661936,41.110675,95.225223,-1.389299,0,-8.711992,-0.18623,0.021467,0.338701,0.000002,0.000004,0.000003,315,28,247,316,28,124
740,9.668592,-4.234021,30,-84.102571,24.161257,52.826582,95.893184,-1.110049,0,-7.077209,-0.185588,-0.013693,0.314694,0,0.000003,0.000001,146,209,641,155,215,662
741,-12.065639,-25.275739,30,-84.102571,24.161257,52.826582,95.893184,-1.110049,0,-7.077209,-0.185588,-0.013693,0.314694,0,0.000003,0.000001,245,125,633,246,123,651
742,-15.725575,9.395033,30,-84.102571,24.161257,52.826582,95.893184,-1.110049,0,-7.077209,-0.185588,-0.013693,0.314694,0,0.000003,0.000001,93,103,604,94,103,603
743,-15.199927,-20.026775,30,-84.102571,24.161257,52.826582,95.893184,-1.110049,0,-7.077209,-0.185588,-0.013693,0.314694,0,0.000003,0.000001,220,106,584,220,104,580
744,-7.558901,8.572053,30,-95,23.37489,71.227568,99.529394,-52.745182,-20.540723,2.25189,-0.165133,-0.050529,0.319962,0.000093,0.006654,0.005052,8,134,481,9,139,651
745,1.545286,-27.600267,30,-95,23.37489,71.227568,99.529394,-52.745182,-20.540723,2.25189,-0.165133,-0.050529,0.319962,0.000093,0.006654,0.005052,168,164,592,169,177,852
747,-18.484233,-29.044161,30,-95,23.37489,71.227568,99.529394,-52.745182,-20.540723,2.25189,-0.165133,-0.050529,0.319962,0.000093,0.006654,0.005052,178,95,578,177,88,810
749,-4.229929,-29.659365,30,-86.096447,24.103746,54.172335,94.661843,-0.601755,0,-6.729335,-0.185797,-0.015686,0.318002,0.000004,0.000021,0.000012,262,149,673,264,149,705
750,-19.999515,9.646537,30,-86.096447,24.103746,54.172335,94.661843,-0.601755,0,-6.729335,-0.185797,-0.015686,0.318002,0.000004,0.000021,0.000012,86,79,622,88,77,627
751,-19.997764,-25.312712,30,-86.096447,24.103746,54.172335,94.661843,-0.601755,0,-6.729335,-0.185797,-0.015686,0.318002,0.000004,0.000021,0.000012,242,81,635,242,74,661
752,9.972947,-8.296116,30,-95,23.738079,62.728929,95.295415,-56.97957,-20.550362,1.986161,-0.17729,-0.037316,0.357976,0.001597,0.016787,0.017429,125,123,546,125,124,616
753,9.979241,-25.354367,30,-95,23.738079,62.728929,95.295415,-56.97957,-20.550362,1.986161,-0.17729,-0.037316,0.357976,0.001597,0.016787,0.017429,194,123,556,194,124,607
755,7.510135,-25.698516,30,-95,23.738079,62.728929,95.295415,-56.97957,-20.550362,1.986161,-0.17729,-0.037316,0.357976,0.001597,0.016787,0.017429,196,110,559,196,109,620
756,9.680179,27.332178,30,-70.242314,25.149848,29.693544,106,-8.319377,0,-20,-0.166988,0.04857,0.318649,0.000005,0.000001,0.000001,142,216,922,146,193,640
757,-4.221976,16.094829,30,-70.242314,25.149848,29.693544,106,-8.319377,0,-20,-0.166988,0.04857,0.318649,0.000005,0.000001,0.000001,186,159,772,187,150,588
758,-18.215052,28.012949,30,-70.242314,25.149848,29.693544,106,-8.319377,0,-20,-0.166988,0.04857,0.318649,0.000005,0.000001,0.000001,140,95,773,138,101,576
761,6.125925,-26.715788,30,-95,23.590865,66.173734,99.342461,54.138485,-10.448144,5.323138,-0.163428,-0.053416,0.34953,0.000113,0.021851,0.019753,159,122,549,158,123,802
762,2.856518,-13.013213,30,-95,23.590865,66.173734,99.342461,54.138485,-10.448144,5.323138,-0.163428,-0.053416,0.34953,0.000113,0.021851,0.019753,104,112,588,104,109,841
763,-3.341481,-26.432201,30,-95,23.590865,66.173734,99.342461,54.138485,-10.448144,5.323138,-0.163428,-0.053416,0.34953,0.000113,0.021851,0.019753,156,92,565,156,83,829
765,-2.184405,-26.886543,30,-95,23.490924,68.512357,99.338647,22.528772,-13.841439,6.704606,-0.16463,-0.052657,0.335813,0.000176,0.015269,0.012748,161,121,536,160,122,751
766,-5.453272,-5.613488,30,-95,23.490924,68.512357,99.338647,22.528772,-13.841439,6.704606,-0.16463,-0.052657,0.335813,0.000176,0.015269,0.012748,71,109,631,70,107,909
767,-17.804657,-26.055208,30,-95,23.490924,68.512357,99.338647,22.528772,-13.841439,6.704606,-0.16463,-0.052657,0.335813,0.000176,0.015269,0.012748,156,69,566,156,54,829
768,3.920925,29.139715,30,-80.759576,24.351004,48.386491,97.297769,-1.346867,0,-8.347871,-0.186858,-0.003592,0.314424,0.000001,0.000002,0.000002,12,196,719,14,196,870
769,-10.66216,-16.775435,30,-80.759576,24.351004,48.386491,97.297769,-1.346867,0,-8.347871,-0.186858,-0.003592,0.314424,0.000001,0.000002,0.000002,224,127,592,225,126,593
770,-18.688682,8.060727,30,-80.759576,24.351004,48.386491,97.297769,-1.346867,0,-8.347871,-0.186858,-0.003592,0.314424,0.000001,0.000002,0.000002,119,91,576,120,91,571
771,-18.180914,-22.81356,30,-80.759576,24.351004,48.386491,97.297769,-1.346867,0,-8.347871,-0.186858,-0.003592,0.314424,0.000001,0.000002,0.000002,255,94,657,256,89,665
772,7.917007,14.153856,30,-95,23.64515,64.903487,97.112265,38.254498,-12.001465,6.213988,-0.171478,-0.045756,0.35175,0.001008,0.018448,0.017621,1,127,66,0,128,58
773,6.778924,-24.795743,30,-95,23.64515,64.903487,97.112265,38.254498,-12.001465,6.213988,-0.171478,-0.045756,0.35175,0.001008,0.018448,0.017621,171,122,537,170,122,645
775,-19.3624,-21.950596,30,-95,23.64515,64.903487,97.112265,38.254498,-12.001465,6.213988,-0.171478,-0.045756,0.35175,0.001008,0.018448,0.017621,149,24,643,155,6,415
776,9.217829,19.648862,31,-74.352619,24.987922,33.482616,104.226147,-1.802068,0,-12.416498,-0.173174,0.036759,0.325314,0.000003,0.000003,0.000002,148,194,712,151,181,617
777,4.071739,-14.809723,31,-74.352619,24.987922,33.482616,104.226147,-1.802068,0,-12.416498,-0.173174,0.036759,0.325314,0.000003,0.000003,0.000002,308,182,692,309,173,537
778,-16.68843,25.064018,31,-74.352619,24.987922,33.482616,104.226147,-1.802068,0,-12.416498,-0.173174,0.036759,0.325314,0.000003,0.000003,0.000002,127,82,671,127,89,590
779,-12.56103,-11.559883,31,-74.352619,24.987922,33.482616,104.226147,-1.802068,0,-12.416498,-0.173174,0.036759,0.325314,0.000003,0.000003,0.000002,294,96,918,294,98,822
780,-3.065983,23.238056,32,-88.259763,24.031621,55.860058,95.934123,-0.954294,0,-6.306815,-0.176842,-0.019398,0.321055,0.000001,0.000005,0.000003,9,150,578,10,154,651
781,5.006316,-17.196896,32,-88.259763,24.031621,55.860058,95.934123,-0.954294,0,-6.306815,-0.176842,-0.019398,0.321055,0.000001,0.000005,0.000003,190,180,666,194,186,714
783,-9.878278,-24.770709,32,-88.259763,24.031621,55.860058,95.934123,-0.954294,0,-6.306815,-0.176842,-0.019398,0.321055,0.000001,0.000005,0.000003,228,120,660,229,118,688
784,-10.026699,29.044075,33,-73.155926,26.384269,36.006044,106,-36.814631,0,-20,-0.15657,0.044801,0.320864,0.001488,0.000667,0.001486,137,126,934,136,125,678
785,-6.533601,22.494594,33,-73.155926,26.384269,36.006044,106,-36.814631,0,-20,-0.15657,0.044801,0.320864,0.001488,0.000667,0.001486,157,140,941,157,135,673
786,-13.361768,24.970674,33,-73.155926,26.384269,36.006044,106,-36.814631,0,-20,-0.15657,0.044801,0.320864,0.001488,0.000667,0.001486,152,117,929,151,117,674
788,8.302695,0.732763,34,-95,23.979178,57.087224,94.112715,0.444587,-8.149968,1.25569,-0.172773,-0.010916,0.348741,0,0.000002,0.000002,136,133,651,137,133,672
789,8.475981,-23.891388,34,-95,23.979178,57.087224,94.112715,0.444587,-8.149968,1.25569,-0.172773,-0.010916,0.348741,0,0.000002,0.000002,242,135,737,242,138,766
790,-0.916388,-2.192303,34,-95,23.979178,57.087224,94.112715,0.444587,-8.149968,1.25569,-0.172773,-0.010916,0.348741,0,0.000002,0.000002,149,99,640,151,97,669
791,-11.869568,-26.612629,34,-95,23.979178,57.087224,94.112715,0.444587,-8.149968,1.25569,-0.172773,-0.010916,0.348741,0,0.000002,0.000002,254,51,846,258,43,905
792,0.605176,26.465161,35,-78.653876,25.054455,31.925744,106,-1.929371,-0.000001,-17.200545,-0.150297,0.044701,0.338642,0.000025,0.000018,0.000008,154,123,1013,153,122,695
794,-17.922743,27.941148,35,-78.653876,25.054455,31.925744,106,-1.929371,-0.000001,-17.200545,-0.150297,0.044701,0.338642,0.000025,0.000018,0.000008,150,44,1131,150,64,747
795,-15.526954,-9.664822,35,-78.653876,25.054455,31.925744,106,-1.929371,-0.000001,-17.200545,-0.150297,0.044701,0.338642,0.000025,0.000018,0.000008,313,45,435,315,61,205
796,4.610911,-1.840438,36,-93.067695,23.82948,60.590157,98.5584,-0.930835,0,-5.96898,-0.157755,-0.029525,0.323065,0.000005,0.000018,0.000009,97,174,876,102,186,1043
797,-8.33607,-17.840228,36,-93.067695,23.82948,60.590157,98.5584,-0.930835,0,-5.96898,-0.157755,-0.029525,0.323065,0.000005,0.000018,0.000009,165,130,768,166,132,873
798,-17.99654,-0.216046,36,-93.067695,23.82948,60.590157,98.5584,-0.930835,0,-5.96898,-0.157755,-0.029525,0.323065,0.000005,0.000018,0.000009,93,92,845,94,87,969
799,-11.019059,-29.535112,36,-93.067695,23.82948,60.590157,98.5584,-0.930835,0,-5.96898,-0.157755,-0.029525,0.323065,0.000005,0.000018,0.000009,220,119,811,220,116,925
801,9.265444,-23.422836,37,-95,23.620122,65.489132,102.181951,-16.650557,-17.998783,5.613428,-0.152869,-0.033871,0.333256,0.000199,0.003153,0.002872,175,169,807,177,183,1009
802,-18.531063,-13.536143,37,-95,23.620122,65.489132,102.181951,-16.650557,-17.998783,5.613428,-0.152869,-0.033871,0.333256,0.000199,0.003153,0.002872,136,72,807,139,60,998
803,-4.950833,-20.938722,37,-95,23.620122,65.489132,102.181951,-16.650557,-17.998783,5.613428,-0.152869,-0.033871,0.333256,0.000199,0.003153,0.002872,168,115,762,168,114,928
804,-7.645279,25.523769,38,-76.869306,24.849292,38.193297,106,-36.814589,0,-20,-0.142904,0.039748,0.32377,0.004694,0.002501,0.005277,150,134,1247,149,130,851
805,-15.634368,17.507074,38,-76.869306,24.849292,38.193297,106,-36.814589,0,-20,-0.142904,0.039748,0.32377,0.004694,0.002501,0.005277,181,106,1233,180,109,857
806,-18.397154,26.465863,38,-76.869306,24.849292,38.193297,106,-36.814589,0,-20,-0.142904,0.039748,0.32377,0.004694,0.002501,0.005277,149,92,1273,147,99,856
807,-18.855043,14.675748,38,-76.869306,24.849292,38.193297,106,-36.814589,0,-20,-0.142904,0.039748,0.32377,0.004694,0.002501,0.005277,193,88,1310,193,95,882
809,-8.439828,-29.657069,39,-95,23.739565,62.694164,101.56792,-1.174619,-1.430721,-3.868942,-0.145429,-0.033416,0.323233,0.000002,0.000009,0.000004,202,133,918,203,136,1204
810,-18.113527,-1.596924,39,-95,23.739565,62.694164,101.56792,-1.174619,-1.430721,-3.868942,-0.145429,-0.033416,0.323233,0.000002,0.000009,0.000004,81,97,1017,82,92,1346
811,-18.213294,-26.322511,39,-95,23.739565,62.694164,101.56792,-1.174619,-1.430721,-3.868942,-0.145429,-0.033416,0.323233,0.000002,0.000009,0.000004,188,99,907,187,91,1214
813,-7.148694,-24.105782,40,-95,23.555089,67.01091,105.850676,-4.889588,-16.894646,6.219434,-0.140968,-0.035375,0.324182,0.000035,0.00025,0.000212,168,136,923,169,142,1354
815,-15.261851,-21.657097,40,-95,23.555089,67.01091,105.850676,-4.889588,-16.894646,6.219434,-0.140968,-0.035375,0.324182,0.000035,0.00025,0.000212,158,107,925,157,104,1301
817,9.552203,-27.830809,41,-95,23.753683,62.363812,105.729149,-38.176977,-19.649037,3.91839,-0.136806,-0.037692,0.351088,0.002353,0.014519,0.014396,175,122,938,174,125,1426
818,-14.455294,-2.399635,41,-95,23.753683,62.363812,105.729149,-38.176977,-19.649037,3.91839,-0.136806,-0.037692,0.351088,0.002353,0.014519,0.014396,55,41,1314,63,16,1493
819,7.352751,-28.256017,41,-95,23.753683,62.363812,105.729149,-38.176977,-19.649037,3.91839,-0.136806,-0.037692,0.351088,0.002353,0.014519,0.014396177,113,947,176,110,1444,
820,-1.026454,26.508819,36,-74.419782,24.842752,36.87959,106,-20.732709,0,-20,-0.154997,0.033122,0.321198,0.000001,0,0.000001,120,165,1013,123,156,811
821,-12.25855,6.862554,36,-74.419782,24.842752,36.87959,106,-20.732709,0,-20,-0.154997,0.033122,0.321198,0.000001,0,0.000001,203,120,951,203,119,803
822,-19.354935,19.322579,36,-74.419782,24.842752,36.87959,106,-20.732709,0,-20,-0.154997,0.033122,0.321198,0.000001,0,0.000001,155,88,952,155,94,784
824,-5.729891,-1.706514,36,-85.170404,24.216476,51.534459,100.765732,-1.076305,-0.000002,-8.350645,-0.164604,-0.010859,0.321332,0.000001,0.000003,0.000002,145,136,781,146,137,807
825,0.407243,-10.971218,36,-85.170404,24.216476,51.534459,100.765732,-1.076305,-0.000002,-8.350645,-0.164604,-0.010859,0.321332,0.000001,0.000003,0.000002,178,162,816,181,165,857
826,-11.278509,18.869581,36,-85.170404,24.216476,51.534459,100.765732,-1.076305,-0.000002,-8.350645,-0.164604,-0.010859,0.321332,0.000001,0.000003,0.000002,47,118,990,48,120,1046
827,-18.851133,-13.476496,36,-85.170404,24.216476,51.534459,100.765732,-1.076305,-0.000002,-8.350645,-0.164604,-0.010859,0.321332,0.000001,0.000003,0.000002,191,87,808,192,84,852
828,2.909398,14.438014,36,-93.264235,23.974601,57.194331,96.148049,-1.492655,0,-6.076655,-0.163807,-0.019638,0.333915,0.000004,0.000019,0.000011,46,147,937,48,150,1000
829,4.431222,-18.665373,36,-93.264235,23.974601,57.194331,96.148049,-1.492655,0,-6.076655,-0.163807,-0.019638,0.333915,0.000004,0.000019,0.000011,193,152,755,195,156,804
830,-15.228231,-4.902164,36,-93.264235,23.974601,57.194331,96.148049,-1.492655,0,-6.076655,-0.163807,-0.019638,0.333915,0.000004,0.000019,0.000011,137,77,750,140,72,801
831,-3.688155,-21.585782,36,-93.264235,23.974601,57.194331,96.148049,-1.492655,0,-6.076655,-0.163807,-0.019638,0.333915,0.000004,0.000019,0.000011,207,117,750,208,117,802
832,-2.94622,-6.822273,36,-95,23.594823,66.081119,102.206155,-24.20442,-18.685565,5.072056,-0.152914,-0.03808,0.333938,0.000358,0.005846,0.005219,100,123,785,99,125,984
833,-0.383092,-28.583999,36,-95,23.594823,66.081119,102.206155,-24.20442,-18.685565,5.072056,-0.152914,-0.03808,0.333938,0.000358,0.005846,0.005219,191,133,714,191,136,959
834,-8.114955,0.135234,36,-95,23.594823,66.081119,102.206155,-24.20442,-18.685565,5.072056,-0.152914,-0.03808,0.333938,0.000358,0.005846,0.005219,66,105,868,66,102,1135
835,-4.846298,-29.371306,36,-95,23.594823,66.081119,102.206155,-24.20442,-18.685565,5.072056,-0.152914,-0.03808,0.333938,0.000358,0.005846,0.005219,194,117,747,194,116,935
837,-12.885461,-29.486734,36,-95,23.538514,67.398755,102.418603,0.93573,-13.255447,4.322474,-0.151437,-0.0378,0.321955,0,0.000001,0.000001,196,118,786,195,115,1018
839,-18.111949,-23.406747,36,-95,23.538514,67.398755,102.418603,0.93573,-13.255447,4.322474,-0.151437,-0.0378,0.321955,0,0.000001,0.000001,168,97,785,168,91,1024
840,7.348486,0.288328,36,-95,23.729953,62.91908,100.000796,-21.698426,-18.381781,5.297128,-0.159253,-0.029589,0.344783,0.000131,0.006312,0.006342,91,136,793,92,139,863
841,6.775895,-19.234641,36,-95,23.729953,62.91908,100.000796,-21.698426,-18.381781,5.297128,-0.159253,-0.029589,0.344783,0.000131,0.006312,0.006342,172,134,716,173,138,812
843,-4.325359,-17.767978,36,-95,23.729953,62.91908,100.000796,-21.698426,-18.381781,5.297128,-0.159253,-0.029589,0.344783,0.000131,0.006312,0.006342,164,92,720,166,87,812
845,8.974251,-24.303055,36,-95,23.661245,64.526844,102.158045,47.036686,-11.102958,5.763076,-0.151932,-0.039409,0.343576,0.000742,0.011185,0.010524,167,143,731,167,150,961
847,-6.898994,-29.376896,36,-95,23.661245,64.526844,102.158045,47.036686,-11.102958,5.763076,-0.151932,-0.039409,0.343576,0.000742,0.011185,0.010524,190,89,749,189,78,978
849,8.502975,-27.710015,36,-95,23.676809,64.162652,104.395307,-35.252679,-19.491863,4.161297,-0.142347,-0.047241,0.351112,0.002351,0.019497,0.018344,156,121,763,155,122,1292
851,4.969807,-29.70802,36,-95,23.676809,64.162652,104.395307,-35.252679,-19.491863,4.161297,-0.142347,-0.047241,0.351112,0.002351,0.019497,0.018344,165,109,762,164,105,1307
852,1.034293,3.518639,36,-88.01783,24.220578,51.438461,98.273494,-1.779246,0,-7.677018,-0.166486,-0.007933,0.331181,0.000002,0.000005,0.000003,129,141,742,131,143,754
853,5.908438,-20.386698,36,-88.01783,24.220578,51.438461,98.273494,-1.779246,0,-7.677018,-0.166486,-0.007933,0.331181,0.000002,0.000005,0.000003,229,166,845,232,169,885
854,-7.651514,15.402488,36,-88.01783,24.220578,51.438461,98.273494,-1.779246,0,-7.677018,-0.166486,-0.007933,0.331181,0.000002,0.000005,0.000003,73,110,847,74,110,869
855,-14.37294,-13.076271,36,-88.01783,24.220578,51.438461,98.273494,-1.779246,0,-7.677018,-0.166486,-0.007933,0.331181,0.000002,0.000005,0.000003,195,82,775,197,79,800
856,5.709186,14.752361,36,-88.159949,24.387675,47.528394,97.487612,-1.634094,0,-7.958391,-0.167336,0.00403,0.340983,0.000001,0.000002,0.000002,104,141,797,106,140,764
857,5.061634,-15.164071,36,-88.159949,24.387675,47.528394,97.487612,-1.634094,0,-7.958391,-0.167336,0.00403,0.340983,0.000001,0.000002,0.000002,233,140,813,235,140,829
858,-19.792534,17.152665,36,-88.159949,24.387675,47.528394,97.487612,-1.634094,0,-7.958391,-0.167336,0.00403,0.340983,0.000001,0.000002,0.000002,89,29,950,96,34,899
859,-8.697798,1.562945,36,-88.159949,24.387675,47.528394,97.487612,-1.634094,0,-7.958391,-0.167336,0.00403,0.340983,0.000001,0.000002,0.000002,155,77,748,158,78,743
860,6.167496,27.783036,36,-79.761706,25.026193,32.587078,106,-1.902089,0,-16.688294,-0.147956,0.043328,0.340719,0.000009,0.000007,0.000003,146,142,1073,145,136,737
862,-11.678039,27.118375,36,-79.761706,25.026193,32.587078,106,-1.902089,0,-16.688294,-0.147956,0.043328,0.340719,0.000009,0.000007,0.000003,152,67,1121,152,81,758
863,-15.760316,18.894735,36,-79.761706,25.026193,32.587078,106,-1.902089,0,-16.688294,-0.147956,0.043328,0.340719,0.000009,0.000007,0.000003,181,48,1187,182,66,784
865,9.385251,-29.152591,37,-95,23.628809,65.285863,103.409548,-19.401834,-18.250541,5.428846,-0.147803,-0.040031,0.338987,0.000883,0.009558,0.008708,183,154,785,183,167,1107
866,-12.625425,6.855638,37,-95,23.628809,65.285863,103.409548,-19.401834,-18.250541,5.428846,-0.147803,-0.040031,0.338987,0.000883,0.009558,0.008708,18,76,1053,18,63,1479
867,-4.873498,-29.42331,37,-95,23.628809,65.285863,103.409548,-19.401834,-18.250541,5.428846,-0.147803,-0.040031,0.338987,0.000883,0.009558,0.008708,186,106,781,185,101,1067
868,0.986984,23.075178,37,-81.809759,24.426306,46.640149,102.811464,-1.978177,-0.008124,-10.328246,-0.162724,0.000773,0.322167,0.000084,0.000162,0.000088,54,170,1076,58,170,1073
869,0.345348,-27.179499,37,-81.809759,24.426306,46.640149,102.811464,-1.978177,-0.008124,-10.328246,-0.162724,0.000773,0.322167,0.000084,0.000162,0.000088,287,171,1215,291,171,1249
870,-17.28799,15.445803,37,-81.809759,24.426306,46.640149,102.811464,-1.978177,-0.008124,-10.328246,-0.162724,0.000773,0.322167,0.000084,0.000162,0.000088,93,90,913,94,92,907
871,-14.204951,0.549698,37,-81.809759,24.426306,46.640149,102.811464,-1.978177,-0.008124,-10.328246,-0.162724,0.000773,0.322167,0.000084,0.000162,0.000088,153,102,824,154,102,816
872,3.560923,15.527858,37,-80.474198,24.460979,45.813071,103.974453,-1.27573,0,-10.326679,-0.162188,0.002188,0.319669,0.000002,0.000004,0.000002,93,185,1002,99,183,971
873,7.911169,-26.697447,37,-80.474198,24.460979,45.813071,103.974453,-1.27573,0,-10.326679,-0.162188,0.002188,0.319669,0.000002,0.000004,0.000002,286,213,1355,297,217,1418
874,-15.062736,23.84558,37,-80.474198,24.460979,45.813071,103.974453,-1.27573,0,-10.326679,-0.162188,0.002188,0.319669,0.000002,0.000004,0.000002,55,106,1052,56,111,1034
875,-13.549977,-19.132323,37,-80.474198,24.460979,45.813071,103.974453,-1.27573,0,-10.326679,-0.162188,0.002188,0.319669,0.000002,0.000004,0.000002,249,114,999,250,112,993
876,7.367916,16.71382,37,-91.725823,24.027784,55.949852,97.844384,-1.354209,0,-6.504221,-0.161106,-0.017931,0.331655,0.000001,0.000002,0.000001,35,173,1102,39,178,1180
877,6.243668,-21.626299,37,-91.725823,24.027784,55.949852,97.844384,-1.354209,0,-6.504221,-0.161106,-0.017931,0.331655,0.000001,0.000002,0.000001,209,165,845,213,172,928
878,-13.065014,23.432474,37,-91.725823,24.027784,55.949852,97.844384,-1.354209,0,-6.504221,-0.161106,-0.017931,0.331655,0.000001,0.000002,0.000001,9,84,585,9,87,685
879,-12.089354,-13.63212,37,-91.725823,24.027784,55.949852,97.844384,-1.354209,0,-6.504221,-0.161106,-0.017931,0.331655,0.000001,0.000002,0.000001,174,92,786,175,88,859
880,6.87746,5.322498,37,-81.40645,24.402241,47.229912,103.009796,-3.470912,-0.024081,-10.717832,-0.162221,-0.000977,0.319662,0.000108,0.00019,0.000103,129,198,966,138,198,960
881,4.521259,-18.414629,37,-81.40645,24.402241,47.229912,103.009796,-3.470912,-0.024081,-10.717832,-0.162221,-0.000977,0.319662,0.000108,0.00019,0.000103,234,193,1052,242,195,1077
882,-18.300697,23.415969,37,-81.40645,24.402241,47.229912,103.009796,-3.470912,-0.024081,-10.717832,-0.162221,-0.000977,0.319662,0.000108,0.00019,0.000103,48,92,1104,49,97,1082
883,-18.227856,-29.523184,37,-81.40645,24.402241,47.229912,103.009796,-3.470912,-0.024081,-10.717832,-0.162221,-0.000977,0.319662,0.000108,0.00019,0.000103,298,99,1226,298,88,1249
884,-1.102169,20.226939,37,-85.953083,24.385928,47.569275,99.961979,-1.387602,0,-8.638931,-0.164164,0.001467,0.333414,0,0.000002,0.000001,72,132,932,73,132,894
885,-0.184194,1.199243,37,-85.953083,24.385928,47.569275,99.961979,-1.387602,0,-8.638931,-0.164164,0.001467,0.333414,0,0.000002,0.000001,152,136,759,153,136,750
886,-10.214717,19.163471,37,-85.953083,24.385928,47.569275,99.961979,-1.387602,0,-8.638931,-0.164164,0.001467,0.333414,0,0.000002,0.000001,77,94,917,78,96,896
887,-6.031868,-26.179578,37,-85.953083,24.385928,47.569275,99.961979,-1.387602,0,-8.638931,-0.164164,0.001467,0.333414,0,0.000002,0.000001,284,112,1057,286,109,1077
888,7.128701,16.120396,37,-82.393879,24.781816,38.305492,103.279148,-1.073391,0,-11.022755,-0.157637,0.026897,0.340804,0.000003,0.000004,0.000002,151,146,841,152,142,762
889,2.302471,-5.730167,37,-82.393879,24.781816,38.305492,103.279148,-1.073391,0,-11.022755,-0.157637,0.026897,0.340804,0.000003,0.000004,0.000002,247,130,963,248,128,904
890,-8.632371,29.539434,37,-82.393879,24.781816,38.305492,103.279148,-1.073391,0,-11.022755,-0.157637,0.026897,0.340804,0.000003,0.000004,0.000002,92,79,958,93,88,835
891,-2.061886,-1.233501,37,-82.393879,24.781816,38.305492,103.279148,-1.073391,0,-11.022755,-0.157637,0.026897,0.340804,0.000003,0.000004,0.000002,225,107,910,226,109,835
892,5.196906,18.720671,37,-83.784242,24.795274,37.990581,102.580975,-1.513427,0,-10.747329,-0.156176,0.029232,0.345623,0.000003,0.000004,0.000003,149,124,867,149,123,752
894,2.799704,24.665147,37,-83.784242,24.795274,37.990581,102.580975,-1.513427,0,-10.747329,-0.156176,0.029232,0.345623,0.000003,0.000004,0.000003,122,117,870,122,117,774
895,-12.154616,-5.644145,37,-83.784242,24.795274,37.990581,102.580975,-1.513427,0,-10.747329,-0.156176,0.029232,0.345623,0.000003,0.000004,0.000003,253,46,1120,259,58,986
896,1.266897,6.264553,37,-95,23.631528,65.22223,101.755117,6.437707,-15.591143,6.607169,-0.154322,-0.031807,0.333083,0.000102,0.001888,0.001739,51,142,958,52,147,1152
897,6.799205,-29.954877,37,-95,23.631528,65.22223,101.755117,6.437707,-15.591143,6.607169,-0.154322,-0.031807,0.333083,0.000102,0.001888,0.001739,212,160,840,214,172,1012
899,-4.686163,-29.585073,37,-95,23.631528,65.22223,101.755117,6.437707,-15.591143,6.607169,-0.154322,-0.031807,0.333083,0.000102,0.001888,0.001739,211,119,808,212,119,959
900,8.900646,-11.38454,37,-95,23.627314,65.320849,103.87155,41.739522,-11.6626,6.074227,-0.145946,-0.041812,0.340046,0.001149,0.011162,0.010132,105,148,827,105,158,1224
901,6.701968,-23.88194,37,-95,23.627314,65.320849,103.87155,41.739522,-11.6626,6.074227,-0.145946,-0.041812,0.340046,0.001149,0.011162,0.010132,154,143,774,154,151,1123
902,-17.837588,-7.458653,37,-95,23.627314,65.320849,103.87155,41.739522,-11.6626,6.074227,-0.145946,-0.041812,0.340046,0.001149,0.011162,0.010132,81,60,935,84,39,1425
903,-13.205781,-23.674454,37,-95,23.627314,65.320849,103.87155,41.739522,-11.6626,6.074227,-0.145946,-0.041812,0.340046,0.001149,0.011162,0.010132,152,75,798,152,59,1180
905,-1.36159,-28.85283,37,-95,23.594308,66.093183,104.677199,-3.970632,-16.757748,6.282907,-0.14334,-0.043977,0.337186,0.001326,0.011244,0.009902,169,123,786,169,125,1185
906,-19.823169,4.288869,37,-95,23.594308,66.093183,104.677199,-3.970632,-16.757748,6.282907,-0.14334,-0.043977,0.337186,0.001326,0.011244,0.009902,15,55,928,18,32,1567
907,-12.503367,-27.76466,37,-95,23.594308,66.093183,104.677199,-3.970632,-16.757748,6.282907,-0.14334,-0.043977,0.337186,0.001326,0.011244,0.009902,164,86,790,163,73,1245
909,6.316424,-28.334617,38,-95,23.660081,64.554095,105.068615,-38.84427,-19.738302,3.815302,-0.140619,-0.04324,0.344589,0.001933,0.014382,0.013307,166,129,808,166,133,1303
910,-1.636401,-1.265939,38,-95,23.660081,64.554095,105.068615,-38.84427,-19.738302,3.815302,-0.140619,-0.04324,0.344589,0.001933,0.014382,0.013307,46,103,1068,45,97,1691
911,-18.677716,-28.056259,38,-95,23.660081,64.554095,105.068615,-38.84427,-19.738302,3.815302,-0.140619,-0.04324,0.344589,0.001933,0.014382,0.013307,161,51,893,162,19,1561
912,8.553719,25.775179,38,-89.847587,24.537024,44.033614,98.141343,-1.556838,0,-8.377241,-0.158398,0.015969,0.353352,0.000002,0.000004,0.000003,82,122,1010,83,120,932
